Record_ID,Name,Age,Salary,Date_Joined,Department,Performance_Score,Status,Outlier_Flag,Validation_Flag,Comments
8951,Rachel Evans,38.0,,2022-09-01,Marketing,2.32,Inactive,Normal,,
6222,Brandon Reyes,,,2021-06-08,Finance,,Inactive,,Invalid,
3170,Anthony Austin,63.0,,2022-11-01,Marketing,1.66,On Leave,Normal,Valid,Great performer
6681,Daniel Gilbert,29.0,83878.08,2024-06-19,Marketing,,Active,Normal,Invalid,Struggles with deadlines
2565,Tracy Gordon,,121253.82,2023-04-30,Marketing,4.09,Active,,Valid,
2949,Jessica Burnett,,,2015-06-10,IT,,Active,,Valid,Needs improvement in time management
3791,Carlos Meyer,31.0,,2022-12-07,Finance,2.7,On Leave,Normal,Invalid,Exceeds expectations
9109,Laura Strickland,,45569.95,2017-03-22,Finance,3.04,Active,Outlier,Invalid,Exceeds expectations
7877,Kelsey Thompson,42.0,,2017-06-17,Finance,1.74,Active,Normal,,Exceeds expectations
415,David Paul,,,2023-10-09,Marketing,,Active,,,
9977,Amanda Evans,,,2016-01-21,IT,,Inactive,,Valid,Exceeds expectations
7477,Lisa Sanchez,66.0,101540.53,2019-10-31,Finance,1.23,On Leave,Outlier,,Needs improvement in time management
5304,Aaron Banks,37.0,,2020-10-14,Sales,3.9,Active,Normal,,
2517,Stephanie Gonzalez,23.0,129085.07,2018-09-10,Marketing,,Inactive,Normal,Valid,Exceeds expectations
8168,Kimberly Fuller,30.0,90255.84,15-04-2022 08:19:41,HR,,Active,Normal,Valid,Exceeds expectations
7829,Aaron Nelson,,140379.94,2020-01-25,HR,2.26,On Leave,,Valid,Struggles with deadlines
9783,Michelle Morrison,55.0,118846.79,2024-06-06,Finance,4.39,On Leave,Normal,,Great performer
5829,Anthony Lopez,,,2022-02-24,Sales,,On Leave,Normal,,Great performer
7022,Julia Osborne,,54355.05,2020-01-23,Finance,3.49,Active,,,Needs improvement in time management
8161,John Edwards,,126669.78,2024-05-17,HR,,Active,,,
2134,Raymond Walsh,45.0,31087.95,2017-07-02,HR,2.98,Active,Normal,,Exceeds expectations
1898,Amanda Cooper,,122289.48,2016-07-08,Finance,,On Leave,,,Struggles with deadlines
2453,Dana Singh,,5000.0,2021-02-11,Marketing,1.36,Inactive,,Valid,Exceeds expectations
5380,Ashley Roy,35.0,144898.97,2015-11-20,Finance,,On Leave,Normal,,Exceeds expectations
7320,Tiffany Walker,,102894.52,2019-09-22,HR,4.36,Active,,Valid,Struggles with deadlines
4333,Louis Fields,26.0,200000.0,2024-04-20,HR,2.16,On Leave,Normal,Invalid,Great performer
6102,Barbara Nixon,,,2017-02-18,Marketing,,Inactive,,Valid,
1818,Kellie Mcpherson,31.0,74827.47,2016-04-14,HR,,Active,Normal,Invalid,Struggles with deadlines
1938,Shawn Nelson,49.0,,25-08-2020 13:10:14,Sales,,Active,Normal,Invalid,
5862,Justin Smith,,,2019-08-29,IT,4.92,Inactive,,Invalid,Needs improvement in time management
2073,Jessica Anderson,,,2015-07-31,Sales,,Inactive,,Valid,
1727,Mary Walker,,,2022-11-11,Marketing,3.2,Inactive,,Valid,Exceeds expectations
1048,Terri Miller,,,2015-09-28,Marketing,,Inactive,,Valid,Struggles with deadlines
5459,Matthew Cohen,47.0,88110.48,2018-10-14,Sales,,On Leave,Normal,,Exceeds expectations
4075,Jeremy Cooper,,,2015-07-04,Sales,,Active,,Invalid,Struggles with deadlines
3383,Douglas Rush,,43873.48,2021-11-25,Finance,2.67,Active,,,Exceeds expectations
767,Eugene Taylor,15.0,,25-02-2023 07:47:29,Sales,3.98,Inactive,,Valid,Needs improvement in time management
1145,John Silva,,129102.07,2015-10-03,Sales,1.51,Inactive,,,Exceeds expectations
8022,Vanessa Williams,52.0,93717.47,2016-06-17,Marketing,4.99,On Leave,Normal,Valid,Needs improvement in time management
5075,Alan Campos,,135112.35,2020-01-05,Sales,,On Leave,,Invalid,
4683,Joseph Gray,70.0,,2021-09-07,Finance,4.87,Inactive,Outlier,Invalid,Great performer
8552,Robert Carey,,,2019-03-11,Sales,,Inactive,,,Exceeds expectations
6970,Brandon Rangel,,132455.33,2024-01-12,Finance,2.62,On Leave,,,Exceeds expectations
4646,Kevin Hernandez,,,2017-07-29,Sales,,Inactive,,,
3783,Victoria Campbell,19.0,144146.66,2022-09-11,HR,3.65,On Leave,Outlier,Invalid,Great performer
3828,Laura Martin,,125705.14,2016-03-30,Sales,,On Leave,,Invalid,Great performer
3095,George Adams,,128108.86,2015-12-14,Marketing,,Active,,,Exceeds expectations
829,Mary Reed,,108524.53,2020-11-02,HR,3.35,Active,,,Exceeds expectations
7202,Michael Gonzales,51.0,,2015-06-28,Finance,4.01,Inactive,Normal,Invalid,Struggles with deadlines
1673,Jeanette Bullock,,,2023-07-10,Marketing,,Inactive,,Valid,Exceeds expectations
3626,Andrea King,53.0,,2016-04-18,IT,4.73,On Leave,Normal,Invalid,Exceeds expectations
6365,Jeremy Mccarthy,,129404.36,2024-01-06,HR,,On Leave,,Valid,Struggles with deadlines
6479,Mrs. Sarah Valdez,,134004.5,01-03-2021 18:05:20,HR,2.86,Inactive,Normal,Invalid,Struggles with deadlines
2456,Mariah Lin,68.0,,2018-07-01,HR,3.5,Active,Outlier,Invalid,Struggles with deadlines
2985,Clayton Gay,,99467.82,27-02-2022 16:20:28,HR,4.63,Active,,Invalid,Great performer
7045,Abigail Davis,19.0,,2019-09-02,Marketing,,On Leave,Outlier,Invalid,Great performer
2046,Makayla Hunter,,5000.0,2024-01-04,HR,,Active,,,Exceeds expectations
7199,Stephanie Jones,30.0,,2015-09-06,Finance,2.67,On Leave,Normal,,Great performer
5311,Gabriela Gonzalez,,,2022-07-28,Marketing,4.14,Active,,Invalid,
3740,Timothy Campbell,,125610.51,2023-04-26,HR,,Inactive,Normal,Valid,Needs improvement in time management
1296,Curtis Brown,,,2020-05-17,Marketing,4.12,Inactive,,,Struggles with deadlines
4334,Scott Fletcher,,,2015-02-23,HR,,Inactive,,,
592,Suzanne Johnson,,,2024-12-31,HR,,On Leave,,Valid,Exceeds expectations
222,Antonio Diaz,48.0,,2019-08-07,HR,,Inactive,Normal,Invalid,
6383,David Harris,24.0,73654.15,2023-04-03,HR,2.73,Inactive,Normal,Valid,Needs improvement in time management
9344,Melissa Mcdonald,49.0,138246.26,2021-04-19,IT,,On Leave,Normal,,
5226,Brittany Phillips,,111381.46,2022-07-26,IT,1.72,On Leave,,Invalid,Struggles with deadlines
859,Kevin Atkins,34.0,,2015-11-05,HR,,On Leave,Normal,Valid,Struggles with deadlines
3509,Justin Murray,,34500.52,20-01-2023 00:01:18,IT,,Inactive,,Invalid,
8254,Michael Lawson,,140144.45,2022-03-04,Marketing,,Active,,,
5169,Shawn Stevens,,,2015-06-14,Marketing,,On Leave,,Valid,Great performer
842,Nichole Fox,,78957.9,28-11-2023 10:57:40,IT,3.08,Active,Normal,,
6787,Lisa Baker,,67440.11,2022-11-05,HR,,On Leave,,Valid,Great performer
8707,David Hanson,,40873.48,2015-07-13,Finance,,Active,Normal,Invalid,Struggles with deadlines
8053,Kenneth Martin,59.0,,2024-08-21,HR,,Inactive,Normal,Invalid,
995,Kimberly Cohen,18.0,93927.78,2020-01-25,IT,2.28,On Leave,Outlier,,Needs improvement in time management
3071,Brianna Coffey,,144123.86,2024-08-16,Finance,,Active,,Invalid,Needs improvement in time management
1555,Marcus Dennis,25.0,88406.97,2018-10-28,Marketing,,Inactive,Normal,,Struggles with deadlines
4603,John Bender,50.0,112703.24,2022-01-12,Marketing,1.55,On Leave,Normal,Valid,Struggles with deadlines
2725,David Lopez,,136428.82,2019-05-06,Marketing,2.15,Active,,Invalid,Struggles with deadlines
8188,Brendan Hill,54.0,30201.15,2023-09-29,Marketing,1.96,Active,Normal,Invalid,Exceeds expectations
2616,Rhonda Clements,64.0,,2022-07-15,Sales,,Active,Normal,Invalid,
9188,Mikayla James,56.0,126321.83,2018-09-16,Marketing,2.04,Active,Normal,Invalid,Struggles with deadlines
9829,Tony Stewart,37.0,96135.12,2022-02-13,IT,,Inactive,Normal,Invalid,Struggles with deadlines
5268,Omar Thornton,,77627.11,2019-04-18,Marketing,2.87,On Leave,,Invalid,Exceeds expectations
7862,Thomas Meyer,,,2023-01-19,Marketing,2.85,Inactive,,,
1481,Kathleen Brooks,22.0,53609.76,2024-08-21,Marketing,,Active,Normal,Valid,
3124,Clarence Santos,,,2020-09-23,Sales,2.49,On Leave,Outlier,Invalid,Exceeds expectations
5147,Kara Sloan,,62455.63,2020-03-28,IT,2.36,On Leave,,Invalid,
2234,Gary Medina,,,2022-09-18,IT,,Inactive,,Valid,Great performer
9257,Carmen Sanchez,,,2016-08-16,Sales,,Active,,Valid,
401,John Aguilar,67.0,104269.7,2020-04-17,Sales,,Inactive,Outlier,,Needs improvement in time management
5922,Raymond Johnson,64.0,,2015-04-06,IT,1.93,On Leave,Normal,Invalid,
3393,Jon Buchanan,,138865.66,2017-07-21,Marketing,2.71,Active,,Valid,Exceeds expectations
5621,Joyce Johnston,,145263.32,2015-05-08,Finance,2.72,Active,,Valid,Great performer
2378,Ronald Hess,43.0,,2021-10-18,Finance,,On Leave,Normal,Valid,Struggles with deadlines
7082,Dana Neal,66.0,148750.88,2020-07-29,IT,,On Leave,Outlier,Valid,
2484,Jeffrey Flores,,127471.13,2020-10-14,IT,4.01,Active,Normal,Valid,Needs improvement in time management
60,Matthew Ray,,,14-06-2023 16:43:32,IT,,On Leave,Normal,Valid,Needs improvement in time management
3313,Phyllis Riley,24.0,,2020-12-11,Marketing,,Inactive,Normal,Invalid,Struggles with deadlines
5016,James Nicholson,22.0,,2019-01-28,HR,,Active,Normal,Valid,
3525,Janice Andrade,,116958.45,2015-11-01,IT,,Inactive,,Valid,
8142,Kevin Mcdonald,58.0,96450.25,2019-04-07,IT,2.83,On Leave,Normal,Valid,Struggles with deadlines
1329,Maria Knight,,,2022-06-08,Sales,,Active,,,Struggles with deadlines
2545,Craig Reed,,143128.63,2019-01-13,IT,2.08,Active,,Valid,
2488,Kathleen Ford,48.0,,2023-12-02,Sales,,Inactive,Normal,Invalid,Great performer
3743,Jennifer Moyer,,87474.89,2020-09-27,HR,,On Leave,,Valid,Great performer
5505,Damon Dickson,,,2017-04-29,HR,,On Leave,,Invalid,
1551,Darryl Russo,,34541.09,2023-10-16,Sales,2.81,Active,,,Struggles with deadlines
1010,Robert Luna,51.0,,2015-10-19,HR,4.23,Active,Normal,,Exceeds expectations
1613,Seth Mullins,,,2015-12-19,Marketing,,Active,,Valid,Exceeds expectations
7402,Kevin Gray,,,2019-03-23,Marketing,,Active,,,Exceeds expectations
6486,Rachel Zamora,47.0,114567.49,2023-08-13,Marketing,2.66,On Leave,Normal,,Exceeds expectations
649,Raymond Horn,63.0,98695.63,2017-08-02,HR,,On Leave,Normal,Valid,Needs improvement in time management
880,Richard Hayes,56.0,130496.1,2022-09-16,Sales,,On Leave,Normal,Valid,Struggles with deadlines
6836,Danielle Flores DVM,36.0,131805.78,2022-04-11,Marketing,4.62,Inactive,Normal,Invalid,Exceeds expectations
6501,Heidi Erickson,,89019.75,2018-03-02,HR,2.04,Inactive,,Valid,Exceeds expectations
6803,Virginia White,33.0,90254.97,19-02-2024 02:13:09,Finance,,Inactive,Normal,,Exceeds expectations
551,James Moore,,,2019-08-01,IT,,On Leave,,Valid,
7619,Gregory Baker,,,2017-02-21,IT,1.5,On Leave,,,Great performer
9677,Laurie Owen,,,2021-05-12,Marketing,,Active,,,Needs improvement in time management
6631,Nichole Adams,15.0,31749.83,2023-09-08,Finance,4.78,On Leave,Normal,Valid,Needs improvement in time management
5649,Carolyn Hickman,56.0,,2017-05-11,HR,2.25,Inactive,Normal,Invalid,
212,Melissa Kelly,31.0,85402.79,2019-10-31,Sales,,Inactive,Normal,,
4555,Lauren Glover,57.0,75049.75,2015-05-14,HR,,On Leave,Normal,Valid,
3695,Brandon Underwood,,94338.36,2016-11-05,IT,4.31,Active,,Invalid,Struggles with deadlines
9186,Andrea Mejia,,77159.84,2018-09-11,HR,2.47,Active,,,Exceeds expectations
4098,Alexis Glass,,,2024-03-01,IT,,Active,,,Exceeds expectations
8721,Sheri Porter,,,15-01-2020 12:31:24,Sales,4.25,Inactive,Normal,Invalid,Needs improvement in time management
1439,Robert Gillespie,,,2015-08-15,Marketing,3.41,Inactive,,Valid,Needs improvement in time management
3389,Mrs. Nancy Hawkins,,117056.85,2024-02-23,HR,,Inactive,,Invalid,Struggles with deadlines
697,Belinda Quinn,25.0,82267.5,2021-05-15,HR,,Inactive,Normal,Invalid,Exceeds expectations
7172,Laura Martin,,,2021-12-04,IT,,Inactive,,Invalid,Great performer
5130,Samantha Hammond,,,2024-03-07,Marketing,,Active,,Valid,Exceeds expectations
6152,Victoria Adams,29.0,62795.18,2015-07-06,HR,,Active,Normal,,Struggles with deadlines
1315,Brett Reed,,,2016-11-04,Finance,3.13,On Leave,,Valid,Great performer
9207,Pamela Figueroa,21.0,200000.0,2017-11-15,Sales,,Active,Normal,Valid,Great performer
2610,Tammy Perez,,,2019-10-11,Marketing,1.49,On Leave,,Valid,
13,Beverly Williams,24.0,123273.55,2018-06-07,Sales,,Active,Normal,Valid,Needs improvement in time management
2499,Carolyn Reyes,24.0,89560.42,2024-09-10,HR,,Active,Normal,Valid,Great performer
7128,Jo Harper MD,,,2021-07-01,Finance,,Active,,Valid,
1347,Michael Jones,,,2018-10-05,HR,3.11,On Leave,,,Great performer
1477,Michael Gonzales Jr.,25.0,,2015-11-16,Marketing,1.17,Inactive,Normal,Invalid,Needs improvement in time management
454,James Randall,56.0,,2015-05-16,Finance,,On Leave,Normal,,Needs improvement in time management
5982,Patricia Stein,65.0,91825.27,2023-05-30,Marketing,3.82,On Leave,Normal,,Great performer
3423,Roy King,,78247.03,2022-10-02,Sales,1.56,On Leave,,Invalid,Great performer
2733,Robert Simpson,,200000.0,2015-07-05,Marketing,2.31,On Leave,Normal,,Great performer
9172,Jessica Cruz,44.0,,2020-12-28,IT,,Inactive,Normal,,
9330,Lauren Chapman,65.0,31800.6,2024-02-24,Marketing,,On Leave,Normal,Invalid,Exceeds expectations
38,Stephanie Martinez,,103854.52,2022-07-28,IT,,Inactive,,,Needs improvement in time management
1044,Mark Evans,,,2024-05-31,Marketing,2.16,On Leave,,Valid,Needs improvement in time management
4984,Amanda Mcdonald,41.0,75340.12,2017-07-29,Sales,,On Leave,Normal,Invalid,
941,Diana Macdonald,,,2019-11-21,HR,4.56,Inactive,,Invalid,Great performer
4293,Joseph Cervantes,45.0,,2020-07-09,IT,,On Leave,Normal,Invalid,Exceeds expectations
5830,Jordan Torres,45.0,93483.37,2022-10-07,Finance,,Active,Normal,Invalid,Struggles with deadlines
3750,Zachary Rodriguez,,,2021-12-16,Marketing,,Active,,Valid,Needs improvement in time management
539,Tara Santiago,,125736.27,2021-06-30,IT,3.37,Active,,Invalid,
4804,Shirley Hernandez,55.0,61039.06,2022-07-11,Finance,,Inactive,Normal,Valid,
9070,Joseph Lewis,25.0,106096.75,2015-03-02,HR,,Inactive,Normal,,Exceeds expectations
1401,Valerie Anderson,,,2015-04-27,Finance,,Inactive,,Invalid,
6861,Nicole Dunlap,59.0,106509.06,2019-12-12,HR,,Inactive,Normal,Invalid,Great performer
4116,Elizabeth Diaz,,62025.13,2020-04-29,IT,,Active,,Invalid,
8063,Douglas Buckley,,,2018-10-01,Sales,,Inactive,,Invalid,Needs improvement in time management
9099,Mark Romero,,32219.81,2022-03-06,Sales,3.4,Active,,Valid,Needs improvement in time management
6144,David Barton,,,2015-08-21,Finance,,Inactive,,Valid,
4731,Kimberly Evans,21.0,,2017-10-01,HR,,Inactive,Normal,,Great performer
9044,Carla Whitaker,,,2023-01-30,Sales,,Inactive,,Valid,Exceeds expectations
5092,Lauren Cannon,,,2022-11-13,HR,,Active,,Invalid,Struggles with deadlines
4475,Brandon Lee,,,2019-10-11,Sales,,Active,,Valid,
4171,Molly Maldonado,25.0,,2019-03-26,Marketing,,Inactive,Normal,,
2620,Kellie Garza,,,2019-12-31,Finance,,On Leave,,Invalid,Exceeds expectations
7378,Debbie Martin,,,2019-05-10,HR,2.32,On Leave,,,Needs improvement in time management
8761,Tracey Brown,,,2022-05-09,HR,,On Leave,,Valid,Exceeds expectations
6926,Anita Rosales,,89695.23,2021-12-24,Finance,,Inactive,,Valid,
9565,Richard Brown,53.0,39883.35,2018-12-19,Finance,,Inactive,Normal,Invalid,Struggles with deadlines
3388,Andrea Melendez,28.0,145293.86,2021-06-21,HR,,On Leave,Normal,Valid,Struggles with deadlines
2624,Bryan Anderson,,,2018-07-01,HR,,Active,,Valid,Great performer
5203,Scott Stanton,38.0,143496.85,2022-01-08,IT,,Active,Normal,Valid,Exceeds expectations
1740,Larry Phillips,,103130.69,2021-05-03,HR,,On Leave,Normal,,
6885,Erin Lane,18.0,,2018-12-25,Sales,2.44,Inactive,Outlier,Invalid,Struggles with deadlines
5091,Drew Martin,52.0,,2016-12-06,HR,,Inactive,Normal,Valid,Needs improvement in time management
7400,Ryan Welch,,,01-12-2022 01:41:03,HR,,Inactive,,,
8037,Robert Oconnor,,5000.0,2019-10-25,Finance,,On Leave,,Invalid,Struggles with deadlines
6225,Jose Escobar,19.0,,2019-10-07,Marketing,,Inactive,Outlier,Invalid,Exceeds expectations
9461,Holly Benton,,200000.0,2022-12-25,Marketing,,Active,,Invalid,
7516,Anthony Brown,,,2015-03-27,IT,2.55,On Leave,,,
1564,Steven Anderson,,131227.22,2021-11-06,Marketing,,On Leave,,Invalid,Struggles with deadlines
3799,Emily Walker,24.0,,2019-08-24,Marketing,3.1,On Leave,Normal,Invalid,
6150,Henry Roberts,80.0,,2024-09-12,Marketing,4.51,Inactive,Normal,Valid,Needs improvement in time management
8599,Brandon Collins,,80157.14,2017-08-27,Finance,,Inactive,,Invalid,Exceeds expectations
4310,Alejandra Kaufman,,,2017-02-26,HR,4.53,Active,,Valid,
4632,David Kelley,,5000.0,2016-10-15,Sales,,Active,,Invalid,Exceeds expectations
8342,Tracy Woodward,,,2020-10-07,IT,,Active,,Invalid,Needs improvement in time management
9401,Michael Frost,35.0,,01-08-2022 21:32:04,HR,2.68,Active,Normal,Invalid,
9742,Nancy Wolfe,,112230.59,2021-05-14,HR,,Active,,Valid,Exceeds expectations
3778,Jeffrey Haley,,,2022-03-26,IT,2.89,Active,,Invalid,
5810,John Oliver,,,2017-02-28,Sales,,Inactive,,Invalid,Struggles with deadlines
7847,Jennifer Jones,23.0,,2019-02-09,HR,,Inactive,Normal,Valid,Great performer
3885,Ashley Rodriguez,,,2018-01-03,Finance,,On Leave,,Valid,Struggles with deadlines
8989,April Coleman,,98651.5,2016-04-28,Marketing,3.95,Inactive,,Valid,Exceeds expectations
9118,Jessica Ward,,,2019-01-15,IT,,Active,,Valid,Exceeds expectations
2886,Dwayne Snow,,,2023-11-11,HR,,Inactive,,,
9682,Mrs. Maria Stevens,42.0,42448.3,2015-02-08,IT,,Active,Normal,Valid,Exceeds expectations
2214,Laura Brown,,69122.37,2015-04-08,Marketing,1.41,On Leave,,Valid,Exceeds expectations
834,Brian Wilcox,,36485.27,26-05-2021 21:24:36,HR,,Inactive,,Valid,Exceeds expectations
9137,Jose Rodriguez,59.0,5000.0,2024-12-01,HR,2.13,Inactive,Normal,Valid,Exceeds expectations
8399,Emily White MD,,,2024-12-16,Sales,,Inactive,,Valid,Exceeds expectations
6387,Christopher Adams,,,2018-11-28,IT,,Active,,Valid,Great performer
7768,Jill Brown,28.0,93196.43,2022-01-20,HR,,Inactive,Normal,Invalid,Struggles with deadlines
4697,Karen Roberts,46.0,110209.28,2024-11-14,Sales,2.59,Active,Normal,,Struggles with deadlines
4689,Donna Evans,,,2018-01-29,Sales,,On Leave,,Valid,Great performer
5582,William Velasquez,56.0,,2016-10-13,HR,2.06,Active,Normal,Valid,Exceeds expectations
5019,Virginia Carr,,,2024-07-31,IT,,On Leave,,Invalid,Struggles with deadlines
4813,Megan Willis,,,2017-09-17,HR,2.65,Active,,Invalid,Great performer
3022,Andrea Smith,,,02-07-2021 10:03:26,HR,2.65,On Leave,,Invalid,Exceeds expectations
3694,Jonathan Wang,,,2020-07-04,Sales,4.29,Inactive,,,Struggles with deadlines
9501,Amy Yates,68.0,,2022-05-01,Finance,1.06,Active,Outlier,Valid,Needs improvement in time management
2816,Patrick Williams,,39968.29,2015-12-12,HR,,Inactive,,,Struggles with deadlines
7954,Allison Collins,,,2016-07-20,Marketing,1.84,Active,,Valid,Great performer
3534,Emily Dillon,19.0,,2022-03-10,Finance,1.93,On Leave,Outlier,Valid,Great performer
1198,Kathleen Davis,,,24-06-2021 20:17:47,HR,2.48,Inactive,,,Struggles with deadlines
5628,Kristen Gonzales,68.0,,2016-11-11,Sales,1.78,Active,Outlier,,Needs improvement in time management
6654,Jade Smith,,,2019-04-11,HR,,On Leave,,,Struggles with deadlines
7034,Ashlee Hill,,69515.51,08-10-2023 20:29:27,Sales,4.36,Active,,Valid,Struggles with deadlines
1430,Diane Santiago,,,2017-07-10,Sales,,On Leave,,Valid,Exceeds expectations
6757,Suzanne Duncan,44.0,89283.03,2019-08-30,Sales,3.16,On Leave,Normal,Invalid,Exceeds expectations
7090,Jennifer Butler,53.0,56862.26,2018-05-15,HR,,On Leave,Normal,Invalid,Great performer
1154,Courtney Smith,,143751.99,2021-08-09,IT,,Active,,Invalid,Struggles with deadlines
3496,Andrew Ortega,,,2023-03-21,Sales,2.8,On Leave,,,
5964,Kristen Houston,20.0,,2017-10-11,HR,,Active,Normal,Invalid,Great performer
8482,Matthew Jordan,54.0,,2021-01-10,Marketing,1.87,On Leave,Normal,,Struggles with deadlines
7033,Jason Brown,36.0,,2023-09-15,HR,4.54,Inactive,Normal,Valid,Needs improvement in time management
5287,Kimberly Saunders,,84448.73,2022-03-28,Marketing,,Active,,Invalid,
965,Cathy Martinez,37.0,,2021-06-22,Finance,,On Leave,Normal,Valid,Exceeds expectations
5158,Megan Lewis,,,2015-12-07,IT,4.37,Active,,,Needs improvement in time management
6202,Brandon Taylor,45.0,,2019-01-20,Sales,,Inactive,Normal,,Exceeds expectations
4961,Tina Miller,,109275.97,2022-01-18,Marketing,,Inactive,,Valid,Exceeds expectations
9350,Monica Hudson,,141045.04,02-04-2022 09:10:00,Sales,,On Leave,,Valid,Exceeds expectations
1484,Tyler Harvey,24.0,108217.23,2017-05-26,Marketing,,Active,Normal,Invalid,
9514,Jacob Miller,39.0,43775.13,2021-01-03,Sales,4.15,On Leave,Normal,Invalid,Needs improvement in time management
3542,Terry Vargas,26.0,,2024-10-09,Finance,3.82,Active,Normal,Invalid,Struggles with deadlines
5305,Tiffany Carter,,5000.0,2017-12-16,IT,,Active,,Invalid,Exceeds expectations
6002,Desiree Hardin,20.0,88855.85,2024-11-14,Finance,4.21,On Leave,Normal,Valid,Needs improvement in time management
1427,Eugene Nicholson,50.0,93698.92,2020-04-19,HR,,Inactive,Normal,Invalid,Struggles with deadlines
4105,Justin Riggs,,,2024-04-26,Sales,3.09,Inactive,,Invalid,
2179,Brian Terrell,39.0,,2022-05-23,HR,,Inactive,Normal,Valid,Great performer
6227,Kathy Mcmahon MD,,45673.73,2018-08-24,HR,3.13,Active,,Invalid,Needs improvement in time management
6190,Bethany Miller,,,08-10-2022 15:57:56,Sales,4.68,Inactive,,,Needs improvement in time management
1058,Douglas Klein,41.0,135724.63,2016-05-28,Finance,,Inactive,Normal,Valid,Needs improvement in time management
6361,Alexandra King,53.0,,2016-06-05,Sales,,Inactive,Normal,,Struggles with deadlines
9291,Patrick Williams,70.0,102633.25,2019-12-05,Marketing,2.3,Inactive,Outlier,,Exceeds expectations
7587,Anthony Hines,25.0,79627.79,2017-01-14,IT,,On Leave,Normal,Invalid,Needs improvement in time management
8398,Anita Lopez,,51219.33,2023-08-01,Finance,,Active,,Valid,Exceeds expectations
6498,Elizabeth Drake,,,23-06-2021 21:00:41,IT,,Active,,Invalid,
9642,Angela Gray,,,2021-03-06,Marketing,3.91,On Leave,Normal,,Exceeds expectations
1545,Brendan Smith,80.0,,2023-04-24,Finance,,Inactive,Normal,Invalid,
7663,Wendy Cox,,115351.89,16-02-2023 06:16:16,Marketing,2.21,On Leave,,,
6974,Robert Williams,,,2017-03-22,Marketing,1.06,Inactive,,Invalid,Exceeds expectations
6292,James Sanchez,22.0,,2023-04-12,Finance,3.03,Inactive,Normal,Valid,
7965,George Kelley,39.0,,2017-02-27,Marketing,,On Leave,Normal,,Exceeds expectations
725,Lynn Park,,,2021-08-12,Marketing,4.14,Inactive,,,Needs improvement in time management
4776,Robin Dillon,43.0,200000.0,2024-05-24,Marketing,,On Leave,Normal,Valid,Exceeds expectations
8172,Kimberly Bonilla,,84768.42,2022-04-23,Marketing,4.8,On Leave,,,Great performer
1128,Eric Cunningham,,,2017-11-11,Sales,,Inactive,,Invalid,Struggles with deadlines
3633,Jeffrey Short,,73916.67,2019-05-02,Finance,,Active,,Valid,Struggles with deadlines
7779,Lori Perez,25.0,84074.61,2024-11-21,Finance,,Active,Normal,Valid,Exceeds expectations
5340,Jennifer Robbins,,68279.99,2018-04-12,Finance,,Active,,Valid,
4033,Christopher Cruz,,65098.56,2022-10-19,Sales,1.85,Inactive,,,Needs improvement in time management
6246,Jonathan Williams,,76181.49,2015-05-01,Sales,,Active,Normal,Valid,Exceeds expectations
2639,Roy Michael,27.0,30487.43,2018-10-04,Sales,2.76,Inactive,Normal,Valid,Struggles with deadlines
5859,Rachel Baker,,147478.36,2020-11-25,HR,,Active,,Valid,Struggles with deadlines
1562,Peggy Evans,41.0,,2019-06-20,Sales,3.6,Inactive,Normal,Valid,Exceeds expectations
4448,Jessica Harrington,,,2020-01-30,Marketing,3.31,On Leave,,,
7738,Deborah Bonilla,38.0,,2023-06-20,HR,,On Leave,Normal,Valid,Struggles with deadlines
4685,Terri Parker,38.0,,2016-01-10,IT,,On Leave,Normal,Invalid,Needs improvement in time management
9060,James Olsen,,,2024-08-05,IT,,On Leave,,Valid,Struggles with deadlines
6093,Troy Johnson,57.0,93826.9,2017-08-28,Marketing,2.95,Active,Normal,Invalid,
3285,Dakota Waters,,,2017-01-20,IT,3.13,On Leave,,,Great performer
9416,Jason Jones,,,2022-10-08,IT,1.15,On Leave,,,
3028,Brian Barton,,,2023-11-05,Marketing,,Inactive,,Invalid,
2909,Lori Reed,48.0,,2018-01-20,Finance,4.03,Active,Normal,Valid,Exceeds expectations
8621,Willie Tanner,33.0,,2016-03-27,IT,3.26,Inactive,Normal,Invalid,
9691,Roberto Kramer,,62733.87,2018-02-12,Sales,,Active,,Valid,Struggles with deadlines
6949,Ryan Johnson,40.0,,2016-06-03,Finance,,Inactive,Normal,Valid,Exceeds expectations
3521,Jennifer Johnson,,,2023-09-05,IT,2.82,On Leave,,Invalid,Struggles with deadlines
8700,Caitlin Villarreal,,,2018-11-13,Finance,,On Leave,,Valid,Needs improvement in time management
8406,Dr. Kimberly Solomon,53.0,,11-06-2020 03:10:21,Marketing,,Inactive,Normal,,Struggles with deadlines
8271,Angela Ramos,53.0,40222.72,2020-08-17,IT,,Inactive,Normal,,Exceeds expectations
1393,Theresa Owens,,42177.16,13-01-2024 00:22:37,Marketing,1.42,On Leave,Normal,,
753,Kevin Howard,,81074.98,2024-11-11,Sales,4.1,On Leave,,,Struggles with deadlines
5379,Eric Page,56.0,101195.63,2015-07-11,Finance,,On Leave,Normal,Valid,Exceeds expectations
4318,Melissa Cooper,64.0,95747.39,2022-07-06,IT,,On Leave,Normal,Invalid,Struggles with deadlines
3996,Jennifer Walton,48.0,,2024-08-02,HR,2.08,Active,Normal,,
8794,Margaret Mccarthy,27.0,109521.49,2020-10-27,IT,4.43,On Leave,Normal,Invalid,Great performer
